P_SUID,YEAR_FROM_CODATE,HAPPY,SATIS_A,SATIS_B,CHNG_A,CHNG_B,CHNG_C,DIVRELPOP,DIVRACPOP,QB2A,QB2C,QB2D,OPENIDEN,POORASSIST,GOVSIZE1,ABRTLGL,GAYMARR,PAR2CHILD,PAR2CHILDA,CLIM1A,EVOL,GUIDE_A,GUIDE_B,GUIDE_C,GUIDE_D,RELTRAD,CURREL,UNAFFILDETAIL,BORNFINAL,RELPER,SPIRPER,RELCON_A,RELCON_B,RELCON_C,RELCON_D,RELCON_E,ATTNDPERRLS,ATTNDONRLS,CONGRACE,LEADRACE,RELIMP,MEMB,GOD,GOD2,HVN,HLL,SOUL,BIBIMP,HUMNTR_A,HUMNTR_B,PRAY,GRACE,PRAC_A,PRAC_B,PRAC_C,PRAC_D,EXP_A,EXP_B,EXP_C,EXP_D,EXP_E,EXP_F,EXP_G,SPIRACT_A,SPIRACT_B,SPIRACT_C,SPIRACT_D,SPIRACT_E,SPIRACT_F,RTRT,SECMEMB,VOL12_CPS,SCIMPACT,RELIMPACT,SCRLCON1,SPIRWORLD2,SECBEL1,SECBEL2,FRMREL,CHBORNFINAL,CHIMPREL_A,CHIMPREL_B,CHATTEND,CHCONGRACE,CHEDU1,CHEDU2,LIFEDIR,LIFESPIR,GTHGHT,MARITAL,RELMATCH,SPRELIMP,SPRELTALK,SPRELSIM,MARWHENREC,CHILDREN,KIDACT_A,KIDACT_B,KIDACT_C,RELINST_A,RELINST_B,RELINST_D,RELINST_E,RELINST_F,RELINST_G,SCPRY1,SCPRY2,RELDISP,CHRNAT,BIRTHDECADE,HISP,RACECMB,AFROHISP,EDUCREC,E2,EMPLSIT,USGEN,YEARLOCREC,MOVED,REG,PARTY,PARTYLN,IDEO,HH1REC,HH3REC,INTFREQ,INC_SDT1,GENDER,FERTREC
10464700,2024,1,2,1,2,2,2,2,1,2,1,1,2,2,1,3,4,1,1,2,2,1,1,2,2,1100,1000,9,1,2,1,2,2,2,2,2,2,4,1,1,1,1,1,1,2,99,1,1,1,1,1,2,1,1,1,3,1,2,1,2,2,1,2,5,1,5,5,5,2,4,2,1,3,2,2,2,2,1,1000,1,1,1,1,1,1,4,1,1,1,1,0,1,2,1,6,1,1,1,2,2,2,2,1,1,1,1,2,1,1,4,2,1,2,3,3,1,3,4,2,1,1,,2,3,2,2,7,2,3
10464710,2023,2,3,4,2,1,3,1,1,2,2,2,1,1,2,2,4,2,,1,3,1,1,1,1,40001,40001,9,2,1,1,2,2,2,2,2,1,5,6,6,1,1,1,1,2,2,2,1,1,1,1,2,3,1,1,1,2,2,2,1,4,1,1,5,2,5,4,5,4,5,3,2,3,1,1,2,2,1,40001,2,1,2,1,6,1,1,3,3,1,1,0,1,2,1,7,2,,,,2,1,1,2,2,2,99,99,99,99,5,2,1,2,2,3,1,3,4,2,2,4,99,99,2,2,1,4,1,0
10464740,2023,1,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,2,,77,3,1,1,1,1,100000,100000,3,,2,2,2,2,2,2,2,5,5,,,1,2,1,1,1,1,1,1,5,1,1,4,5,3,3,5,3,3,1,5,4,4,3,5,3,5,5,5,5,5,2,2,2,2,2,2,2,1,100000,,3,2,2,6,1,1,1,1,2,2,0,2,3,5,,1,2,2,2,2,1,2,2,2,2,3,3,1,3,7,2,2,2,4,3,1,1,99,1,1,1,,3,2,1,1,1,2,1
10464810,2023,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,,1,1,5,2,2,1,90002,90002,9,,4,3,2,2,2,2,2,5,6,,,4,2,2,2,2,2,1,5,,,7,4,5,5,5,4,2,1,1,4,1,1,1,3,3,5,2,5,3,5,2,1,2,1,1,2,2,2,1000,2,3,2,2,1,1,2,2,4,2,2,1,3,3,2,,2,,,,1,1,1,2,1,1,4,4,4,4,5,2,1,2,3,3,1,3,3,2,1,2,,4,2,2,1,4,2,0
10464830,2023,2,2,2,3,1,1,3,1,1,2,2,1,3,2,2,1,1,3,1,1,5,1,1,1,100000,100000,2,,4,4,2,2,2,2,2,5,6,,,3,2,2,2,2,2,2,4,,,7,4,5,5,4,4,2,1,3,5,3,2,1,5,4,5,4,5,4,5,3,1,3,1,2,99,1,2,1000,2,3,2,3,1,1,2,2,4,2,99,,,,,,2,,,,1,1,1,2,1,1,4,4,4,99,7,2,1,2,2,3,1,3,2,2,1,4,2,99,2,2,1,3,1,0
10464900,2023,2,2,2,2,3,2,2,3,2,1,2,1,2,1,3,3,1,3,3,2,2,2,2,2,1100,1000,9,2,1,1,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,2,5,1,5,99,3,2,1,3,2,2,2,2,1,1000,2,2,1,2,1,1,4,1,1,1,2,0,1,1,1,,2,,,,2,2,2,1,1,1,2,2,2,2,2,2,1,2,4,3,5,3,2,2,1,1,,2,2,2,1,5,1,1
10465030,2023,2,1,1,1,1,1,1,1,99,1,1,2,2,1,99,99,1,99,2,3,99,1,1,1,900000,900000,9,,99,99,99,99,99,99,99,6,6,,,4,2,99,,99,99,99,5,,,7,5,5,5,5,5,5,2,3,5,3,1,5,5,5,5,5,5,5,5,2,1,3,2,2,1,1,2,1000,2,4,4,6,,1,1,4,4,5,1,1,4,5,1,2,2,,,,1,1,1,1,1,1,3,3,3,2,1,99,9,99,3,3,5,3,4,2,1,99,99,2,3,3,2,8,1,2
10465160,2023,2,3,3,3,1,1,1,1,1,2,1,1,1,2,1,1,2,,1,1,3,1,1,1,1200,1000,9,2,2,1,2,2,2,2,2,5,6,,,3,2,1,1,1,2,1,4,5,1,2,4,5,5,5,4,2,2,1,1,2,3,3,4,4,4,4,5,5,5,2,1,2,3,1,2,2,2,1000,2,1,1,2,1,1,3,3,3,3,1,0,2,4,1,6,1,2,2,2,1,1,1,2,1,1,4,4,4,4,4,2,1,2,4,3,1,3,1,2,2,2,,5,3,2,1,8,2,2
10465250,2023,2,3,3,2,1,3,3,3,1,2,2,2,2,1,2,2,1,3,2,2,1,1,1,1,100000,100000,3,,3,2,2,1,2,2,2,5,6,,,2,2,1,1,1,1,1,4,3,1,2,4,5,5,5,5,2,3,1,4,3,2,1,4,5,2,5,5,5,5,2,2,3,2,1,2,2,2,10000,2,2,2,2,1,1,4,2,4,1,5,,,,,,2,,,,2,2,2,1,1,1,2,1,2,3,1,2,1,2,1,3,5,3,2,1,1,3,2,2,1,,2,2,2,2
10465260,2023,2,3,1,3,1,1,1,1,1,2,2,1,2,1,1,1,2,,1,1,5,1,1,1,100000,100000,1,,4,3,99,2,99,99,99,6,6,,,4,2,2,1,2,2,2,5,,,7,5,5,5,5,3,4,1,1,5,3,2,3,5,5,5,5,5,5,5,2,2,2,1,1,1,1,2,10000,2,4,3,4,1,2,2,2,4,4,3,,,,,,2,,,,1,1,1,2,2,2,4,4,4,4,5,2,1,2,2,3,1,3,1,2,2,3,1,3,1,,1,5,2,99
10465350,2023,2,1,3,1,1,3,3,1,1,2,2,1,1,2,1,1,1,3,1,1,5,1,2,1,100000,100000,3,,4,3,1,1,2,2,2,6,6,,,4,2,1,4,2,2,2,5,5,4,6,5,5,5,5,4,2,1,3,4,4,1,4,4,5,5,4,5,4,5,3,2,3,3,1,1,1,2,100000,,4,4,5,,2,2,2,4,4,2,0,4,5,1,,2,,,,2,1,1,2,1,1,4,3,3,3,5,1,1,2,4,3,1,2,2,2,1,2,,4,2,2,1,8,1,0
10465380,2023,2,2,2,1,1,1,1,1,1,1,1,1,3,2,2,1,2,,2,2,1,1,1,2,10000,10000,9,1,1,1,2,3,2,2,2,3,2,6,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,1,1,1,1,99,1,1,4,2,2,1,4,4,5,2,2,3,3,2,2,2,1,1000,1,1,1,2,1,1,1,4,4,1,5,,,,,,2,,,,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,3,5,3,4,1,1,3,2,2,1,,2,3,2,1
10465500,2023,2,2,3,2,1,2,3,1,2,2,1,1,3,1,2,3,2,,1,2,2,1,2,2,1100,1000,9,1,2,1,2,2,2,2,2,2,1,99,6,1,2,1,1,1,2,1,1,3,1,1,1,3,1,1,3,1,3,1,1,3,1,1,4,1,1,1,5,5,4,1,2,2,2,2,99,1,2,1000,1,2,2,2,2,2,4,1,1,1,3,,,,,,2,,,,1,1,1,1,1,1,2,2,2,3,2,2,4,2,2,3,5,3,4,1,1,2,,3,1,,2,1,2,1
10465550,2023,1,3,2,2,1,1,3,1,1,1,2,2,1,2,2,2,2,,1,1,3,1,1,2,1200,1000,9,2,3,3,2,2,2,2,2,4,4,6,6,1,2,1,2,1,1,1,2,2,2,3,1,4,4,1,4,4,4,4,4,4,1,4,1,1,1,1,2,2,5,2,1,2,3,1,1,1,1,1000,2,1,1,5,,1,4,3,3,4,2,1,3,3,2,,2,,,,2,1,1,1,2,2,3,1,3,4,7,2,5,2,2,3,1,3,4,1,1,2,,1,2,1,1,1,2,1
10465650,2023,2,3,3,2,1,3,1,1,1,1,1,2,1,1,3,3,1,3,2,2,3,1,1,1,1200,1000,9,2,2,4,2,2,2,2,2,5,5,,,3,2,1,2,2,2,1,4,3,2,6,4,5,5,5,4,4,3,3,3,4,1,3,5,5,5,5,5,5,5,3,1,2,2,2,2,2,2,1000,2,2,1,2,1,1,4,2,2,3,1,0,2,3,2,5,2,,,,1,2,1,2,1,1,2,2,2,1,1,2,1,2,3,3,5,2,4,2,1,1,,1,2,2,4,3,1,3
10465720,2023,2,3,4,2,3,2,3,3,2,1,2,2,2,1,3,2,1,3,3,3,5,1,1,3,100000,100000,2,,4,4,2,2,2,2,2,6,6,,,4,2,2,2,2,2,2,5,,,7,5,5,5,5,5,5,4,3,5,3,3,4,5,5,5,5,5,5,5,2,1,3,1,1,1,1,2,10000,2,4,3,5,,1,2,2,2,5,1,0,4,5,1,5,2,,,,2,1,1,2,2,2,3,3,2,2,2,2,1,2,2,3,5,3,4,2,1,1,,2,3,3,2,5,1,4
10465770,2023,2,2,2,1,1,3,1,1,1,2,1,1,3,1,1,1,2,,2,3,2,2,1,1,1300,1000,9,1,2,1,2,1,2,2,2,4,5,2,2,1,1,1,1,1,1,1,2,2,1,3,1,4,4,2,2,2,2,1,3,2,1,1,2,1,2,2,5,4,5,2,2,2,2,2,2,2,2,1000,2,3,2,5,,2,1,1,1,1,3,,,,,,2,,,,2,2,2,1,1,1,2,1,2,2,3,2,2,2,1,3,2,3,2,2,1,2,,3,1,,1,4,1,3
10465800,2023,2,3,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,,1,1,2,1,1,1,50000,50000,9,,3,3,3,2,2,2,2,4,4,1,1,2,1,1,1,2,2,1,4,5,3,5,5,4,5,5,2,3,2,1,2,3,1,2,5,5,5,4,5,5,5,2,2,2,1,2,2,1,2,50000,,2,2,3,1,1,4,3,3,1,6,,,,,,2,,,,1,1,1,2,1,1,4,4,4,4,6,2,1,2,3,3,3,3,1,2,1,2,,4,1,,1,6,2,0
10465850,2023,2,2,4,2,1,2,2,1,2,1,1,2,2,1,4,4,1,1,3,3,1,2,1,3,1100,1000,9,1,1,1,2,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,4,2,1,4,2,1,5,3,5,5,5,2,5,3,1,3,3,2,2,2,2,1000,2,2,2,2,1,1,4,1,1,1,1,0,1,2,1,5,2,,,,2,2,2,1,1,1,2,4,2,1,3,2,1,2,3,3,1,3,4,2,1,1,,1,3,3,1,8,1,2
10465900,2023,2,1,1,3,1,3,1,1,1,1,1,2,3,1,2,2,1,3,3,2,3,2,2,2,1100,1000,9,1,1,2,2,2,2,2,2,3,2,6,1,1,2,1,1,1,1,1,2,1,1,3,2,3,2,3,3,2,2,1,3,1,2,3,2,1,1,4,5,5,5,2,2,2,2,2,2,2,2,1000,1,2,1,2,4,1,1,4,4,2,1,0,1,2,1,6,2,,,,1,2,2,1,1,1,99,3,2,2,2,2,1,2,4,3,5,1,4,2,1,3,1,3,2,2,3,8,1,0
10465940,2023,2,2,2,1,1,1,3,1,1,2,1,1,1,2,1,1,2,,1,1,2,1,1,1,10000,10000,9,2,3,3,2,3,2,2,2,6,6,,,3,1,1,3,1,2,1,5,3,2,6,5,5,5,5,5,4,2,2,4,2,1,3,5,5,5,5,5,5,5,2,1,2,3,2,2,1,2,10000,2,3,2,2,1,1,4,2,3,5,1,1,3,5,2,5,2,,,,1,1,1,1,1,1,4,4,4,4,3,2,1,2,3,3,1,3,4,1,1,2,,4,3,3,1,8,2,2
10465950,2024,2,3,2,2,3,2,3,2,99,1,2,2,2,1,2,2,1,3,2,2,3,2,1,2,10000,10000,9,2,2,3,99,3,99,99,99,4,6,1,1,2,2,1,1,1,1,1,4,3,3,6,4,4,5,5,5,4,4,4,3,3,4,4,4,2,2,4,5,5,5,2,2,3,3,1,2,2,2,10000,2,2,2,3,1,1,1,2,4,3,3,,,,,,2,,,,2,2,2,1,1,1,2,2,2,3,2,2,1,2,3,3,5,3,4,2,1,3,1,3,2,2,1,6,1,2
10466060,2023,3,3,4,1,1,1,1,1,1,2,2,1,3,2,1,1,2,,1,1,4,1,2,2,10000,10000,9,2,3,3,2,3,2,2,2,5,6,,,3,2,2,1,2,2,2,4,,,7,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,2,2,3,1,1,1,2,10000,2,1,1,2,1,1,1,2,2,5,6,,,,,,2,,,,2,2,2,1,1,1,4,4,3,4,5,2,1,2,2,3,3,1,1,2,2,2,,4,1,,2,2,1,0
10466150,2023,2,4,3,2,1,2,2,1,2,1,1,2,3,1,3,3,1,1,2,3,1,2,2,3,1100,1000,9,1,1,1,2,2,2,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,3,4,1,2,1,1,2,1,2,4,4,5,2,5,4,5,2,1,2,2,2,2,2,2,1000,1,2,1,2,1,1,4,1,1,1,5,,,,,,2,,,,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,3,5,3,3,2,1,1,,2,1,,3,2,2,3
10466190,2023,2,2,2,1,1,1,3,3,2,2,2,1,3,2,1,1,2,,1,3,2,2,2,2,1200,1000,9,2,2,2,2,2,2,1,2,3,5,1,1,2,1,1,1,1,1,1,3,2,3,3,3,4,4,4,4,3,4,3,3,4,3,3,5,4,5,4,5,5,5,2,1,3,3,2,2,2,2,1000,1,2,2,4,1,1,1,1,1,3,1,0,1,3,2,5,2,,,,2,2,2,1,1,1,1,1,3,2,1,2,1,2,1,3,5,3,4,2,1,2,,2,2,2,3,5,1,2
10466230,2023,2,3,3,2,1,2,3,2,2,2,2,2,2,1,3,3,1,1,2,3,2,1,2,2,1100,1000,9,2,2,2,2,2,2,2,2,2,5,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,4,3,1,1,2,2,5,4,5,4,5,2,2,2,2,1,2,2,1,100000,,2,2,4,1,1,2,1,1,2,1,0,1,1,1,7,2,,,,2,2,2,1,1,1,2,2,3,2,1,2,1,2,3,3,5,3,4,2,1,3,1,2,2,2,3,4,1,4
10466320,2023,3,3,4,2,1,1,1,1,1,2,2,1,3,2,1,1,2,,1,1,3,1,1,1,10000,10000,9,2,3,1,2,3,2,2,2,5,5,,,2,2,1,2,1,2,1,3,3,2,4,5,5,5,4,4,1,2,1,4,2,2,1,5,5,5,2,5,3,5,3,1,2,3,1,2,2,2,10000,2,3,2,2,1,2,4,2,3,1,6,,,,,,2,,,,1,1,1,1,1,1,4,4,4,4,6,2,1,2,3,3,1,3,3,2,1,2,,4,1,,1,8,2,0
10466390,2023,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,3,2,2,2,70000,70000,9,,3,2,99,1,99,99,3,6,6,,,3,2,1,2,2,2,1,5,4,2,6,4,5,5,4,5,3,4,1,5,1,1,3,4,4,5,5,2,2,5,2,1,2,1,2,2,1,2,10000,2,3,2,2,1,1,2,2,4,3,1,1,3,4,3,4,2,,,,1,1,1,2,2,1,4,4,3,3,1,2,4,99,4,3,3,3,4,2,1,2,,4,2,2,2,8,2,0
10466410,2023,2,3,3,3,1,2,3,3,1,2,2,1,3,2,1,2,2,,1,1,5,2,1,2,100000,100000,2,,4,4,2,2,2,2,2,6,6,,,4,2,2,2,2,2,2,5,,,7,5,5,5,5,4,5,2,3,4,3,3,3,5,5,5,5,5,5,5,2,1,2,3,1,1,1,2,100000,,4,4,5,,1,2,2,2,4,3,,,,,,1,2,2,2,2,1,1,2,2,2,4,4,4,3,4,2,1,2,4,3,1,3,4,1,1,2,,4,3,1,1,8,2,3
10466460,2023,2,3,2,2,1,3,1,1,1,1,1,2,1,2,2,1,2,,2,3,2,1,1,1,10000,10000,9,2,2,2,2,3,2,2,2,6,6,,,3,1,1,2,1,1,1,4,2,2,5,4,5,5,3,5,2,3,1,3,3,1,1,5,2,4,2,5,5,5,2,2,3,2,2,2,2,1,10000,2,2,1,1,1,3,3,3,3,1,1,0,1,2,1,6,2,,,,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,3,5,3,4,1,1,3,1,3,2,2,1,4,2,0
10466520,2023,2,3,2,3,3,3,2,2,1,1,2,1,1,1,3,2,1,1,77,2,1,1,1,1,10000,10000,9,1,1,1,99,3,99,99,99,2,3,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,2,3,2,2,2,1,1,10000,99,1,1,1,1,1,4,1,1,1,5,,,,,,2,,,,2,2,2,2,2,1,1,1,2,1,1,2,1,2,1,3,5,99,4,2,1,99,99,99,1,,1,1,2,3
10466530,2023,1,2,2,2,1,2,2,3,2,1,1,2,2,1,2,2,2,,3,2,1,1,2,2,10000,10000,9,1,2,2,2,3,2,2,2,5,5,,,1,2,1,1,1,1,1,2,4,2,3,4,4,4,4,3,2,3,1,4,4,1,3,2,2,2,3,5,4,5,2,2,3,2,1,2,2,1,10000,2,2,1,2,1,2,2,1,1,1,1,1,2,3,1,7,2,,,,2,2,2,1,1,1,1,1,1,1,4,2,1,2,3,1,5,3,3,2,1,1,,1,2,2,2,7,1,2
10466570,2023,2,2,3,1,1,1,1,1,1,2,1,1,1,2,1,1,2,,1,3,3,2,2,1,10000,10000,9,2,2,2,2,3,2,2,2,4,6,1,1,2,2,1,2,1,1,1,4,2,2,3,5,5,5,5,4,2,2,2,2,2,2,3,5,5,5,5,5,5,5,2,2,2,3,1,2,2,99,10000,2,3,2,5,,3,2,3,3,2,2,0,4,5,1,,2,,,,1,1,1,1,1,1,3,3,3,4,6,2,3,2,4,1,3,1,4,1,1,2,,3,2,2,1,5,2,0
10466590,2024,1,3,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,3,1,1,5,1,1,1,100000,100000,3,,4,2,2,2,2,2,2,6,6,,,4,2,1,2,1,1,1,5,4,4,7,5,5,5,5,5,3,2,2,4,3,2,4,4,1,3,3,5,4,5,2,2,2,1,1,2,1,2,1000,2,4,4,5,,1,1,4,4,3,2,0,4,4,1,,2,,,,1,1,1,2,1,1,3,3,2,2,4,2,1,2,4,3,1,3,3,2,1,3,2,2,2,2,1,8,1,0
10466680,2023,2,3,3,3,2,2,1,1,1,2,2,1,1,2,2,1,1,3,1,2,3,1,1,2,100000,100000,3,,3,2,2,1,2,2,2,6,5,,,2,2,1,2,2,1,1,4,3,1,2,3,4,5,3,4,4,1,1,1,2,1,1,4,2,4,3,5,3,5,2,1,3,2,1,2,2,2,10000,1,1,3,1,1,1,2,2,1,1,2,0,3,3,2,,1,2,2,2,2,2,2,1,1,1,4,2,1,2,5,2,1,2,1,3,3,3,1,2,2,3,1,3,3,2,2,4,2,4
10466720,2023,2,2,2,3,1,2,3,1,1,2,2,1,3,1,1,2,2,,1,3,3,3,2,2,100000,100000,3,,3,2,2,2,2,2,2,5,6,,,2,2,1,2,2,2,1,3,2,2,2,4,4,4,4,4,2,4,2,3,2,3,2,5,4,5,4,2,5,5,2,2,3,3,1,2,2,2,1000,2,3,3,4,1,1,2,3,3,3,3,,,,,,2,,,,1,1,1,1,1,1,2,3,3,2,2,2,1,2,2,3,2,3,3,2,2,4,2,4,1,,6,1,2,3
10466750,2023,3,2,3,2,1,99,3,1,1,2,1,2,2,1,2,2,2,,2,2,2,1,2,4,1200,1000,9,2,1,1,2,2,2,2,2,3,3,6,6,1,1,1,1,1,1,1,1,3,3,1,2,5,1,4,4,1,4,1,1,4,1,3,3,1,1,2,5,5,5,2,1,1,2,1,2,2,2,1000,2,2,2,1,1,1,4,1,1,1,3,,,,,,2,,,,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,3,5,3,3,2,1,1,,99,1,,5,1,2,2
10466830,2023,2,2,4,3,3,3,1,1,1,2,2,1,3,1,2,2,2,,1,2,2,2,2,1,1200,1000,9,2,2,2,99,99,99,99,99,2,4,1,1,1,1,1,2,1,1,1,2,2,1,2,3,4,2,1,4,2,1,1,3,2,1,1,4,4,4,1,5,4,3,2,1,2,2,2,2,2,2,1000,2,3,3,3,1,1,2,1,3,1,5,,,,,,2,,,,2,2,2,1,1,1,3,2,3,3,1,2,1,2,2,3,5,3,4,2,1,3,2,3,1,,5,4,2,0
10466840,2023,2,3,2,1,1,2,1,1,2,1,1,1,2,1,4,3,1,3,77,2,1,1,3,1,10000,10000,9,2,1,1,2,3,2,2,2,2,5,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,2,1,1,1,2,1,1,1,4,4,5,1,5,1,4,2,1,2,2,2,2,2,2,10000,2,1,1,1,1,4,3,1,1,1,1,0,2,4,2,5,2,,,,2,2,2,1,1,1,3,3,2,3,3,2,9,2,4,3,1,3,4,2,1,1,,2,3,3,2,8,1,2
10466850,2023,2,2,3,1,1,2,1,1,1,2,2,1,1,2,1,1,2,,1,3,3,2,2,2,90002,90002,9,,3,1,2,2,2,2,2,6,6,,,2,2,1,1,1,1,1,3,1,1,3,5,5,5,5,5,1,1,1,1,1,1,1,2,2,1,1,5,2,5,2,2,2,2,2,2,2,2,1000,1,3,2,4,1,1,2,4,1,2,3,,,,,,2,,,,1,1,1,2,2,2,2,2,3,3,3,2,4,2,2,3,1,3,3,2,1,2,,4,1,,2,1,2,3
10466930,2023,2,2,3,1,1,3,1,1,1,2,2,1,3,1,2,2,2,,77,1,3,2,1,1,100000,100000,3,,3,2,2,2,1,2,2,5,6,,,3,2,1,2,2,2,1,5,5,5,7,5,5,5,5,5,3,3,3,5,3,3,4,5,5,5,5,5,5,5,3,1,3,1,2,2,1,2,80000,,3,2,3,3,1,1,2,3,4,6,,,,,,2,,,,1,1,1,2,2,1,4,4,4,4,5,2,3,2,4,3,1,1,2,2,2,4,2,3,2,2,2,5,1,0
10466990,2023,1,5,3,2,3,2,3,3,2,1,1,2,2,1,3,4,1,1,3,1,3,1,2,2,100000,100000,3,,3,3,2,1,2,2,2,6,6,,,4,2,1,3,1,1,1,4,2,3,6,4,5,4,5,5,1,1,1,3,5,2,5,5,5,3,4,5,5,5,2,2,1,2,2,2,1,2,10000,2,2,1,2,4,1,2,2,2,4,4,,,,,,2,,,,2,2,1,2,1,1,1,1,1,2,3,1,1,2,3,3,1,3,4,2,1,3,1,1,1,,1,8,1,0
10467000,2023,3,3,5,1,1,1,1,1,1,1,2,1,3,1,2,1,2,,1,1,5,1,1,1,100000,100000,1,,4,3,2,2,2,2,2,6,6,,,4,2,2,1,2,2,2,5,,,7,5,5,5,5,5,4,3,3,5,5,3,4,5,5,5,5,5,5,5,2,1,2,2,2,1,1,2,100000,,4,4,6,,1,1,4,4,4,1,0,4,5,1,7,1,2,2,2,2,2,2,1,1,1,4,4,4,4,4,2,3,2,4,3,1,1,4,2,1,1,,2,3,2,1,8,1,2
10467010,2023,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,3,1,1,3,1,1,2,1200,1000,9,2,2,1,2,2,2,2,2,5,6,,,1,1,1,2,1,1,1,2,2,2,5,4,4,4,4,4,3,2,2,3,3,1,2,5,1,4,5,5,5,5,3,2,2,1,1,99,1,1,20000,2,3,1,4,99,1,99,2,2,4,1,0,2,4,1,6,1,2,1,1,1,1,1,1,1,1,2,3,3,4,3,2,2,2,4,3,1,1,2,2,1,2,,3,3,2,2,8,1,4
10467100,2023,2,3,2,2,1,2,1,1,1,2,1,1,3,1,3,2,2,,2,3,1,1,1,1,1200,1000,9,1,1,1,2,2,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,4,3,4,2,5,2,4,2,2,3,2,1,2,2,2,1000,1,1,2,2,1,1,4,1,1,1,5,,,,,,2,,,,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,3,5,3,3,2,1,1,,2,1,,2,4,2,2
10467130,2023,2,4,4,2,1,1,3,1,1,2,2,1,1,2,2,2,2,,1,3,2,1,2,3,1300,1000,9,1,2,2,1,2,2,2,2,5,1,,,1,2,1,2,1,2,1,2,1,1,2,2,4,1,1,1,1,1,1,3,4,2,3,4,4,2,1,2,1,5,2,2,2,2,2,2,2,2,1000,2,2,2,2,2,4,4,3,1,1,6,,,,,,2,,,,1,2,1,1,2,2,3,3,3,3,4,1,2,1,4,3,5,2,1,2,2,2,,3,2,2,1,2,2,0
10467160,2024,2,2,2,1,1,3,1,3,1,2,1,1,3,2,2,1,2,,1,3,5,1,1,1,100000,100000,3,,4,2,2,2,2,2,2,5,6,,,4,1,2,3,2,2,1,5,,,6,5,5,5,5,4,1,2,1,1,1,1,1,5,5,3,5,5,5,5,2,1,3,1,1,2,2,2,10000,2,2,2,2,1,4,4,2,1,3,1,1,3,3,2,7,1,2,1,1,1,1,1,2,1,2,4,4,4,4,6,2,1,2,3,3,3,3,99,2,1,3,99,4,99,,1,99,2,99
10467210,2023,1,2,1,1,1,2,1,1,1,2,2,1,3,2,2,1,1,3,2,1,4,1,1,2,100000,100000,3,,3,3,2,2,2,2,2,2,6,1,1,3,1,2,2,2,2,2,4,,,6,2,5,5,5,5,4,4,1,3,3,2,2,4,2,5,4,5,5,5,2,1,2,2,1,2,1,2,1000,2,2,2,2,1,1,3,3,2,2,1,1,1,1,3,5,2,,,,2,1,1,1,1,1,1,1,3,2,2,2,1,2,3,3,5,3,4,2,1,2,,3,2,2,2,8,1,4
10467230,2023,1,3,1,1,3,3,3,3,1,1,2,2,1,2,2,2,1,1,2,2,3,3,3,3,10000,10000,9,1,2,2,2,3,2,2,2,4,4,4,4,2,2,1,3,1,1,1,3,3,3,6,2,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,2,2,2,2,2,2,1,2,10000,2,2,2,5,,1,1,2,2,4,1,0,3,4,4,8,1,1,1,1,1,1,1,1,1,1,3,3,3,3,5,1,5,1,1,1,2,1,1,1,2,1,,4,3,2,2,1,1,3
10467400,2023,3,3,5,2,1,1,1,3,2,2,2,1,2,1,1,3,1,3,1,1,2,1,1,1,10000,10000,9,2,3,2,2,3,2,2,2,6,5,,,2,2,1,2,1,1,1,3,2,2,6,5,4,3,4,4,4,4,3,5,3,1,3,5,5,5,4,5,5,5,3,2,3,2,2,1,2,1,10000,2,2,1,2,4,4,2,2,1,3,6,,,,,,2,,,,2,1,2,1,1,1,2,1,2,3,6,1,1,2,3,3,1,2,2,2,1,3,1,2,3,3,4,2,2,0
